#
# MH49, Martin Hepperle
# Low moment coefficient for tailless models
#
#Thickness: 10.5% 
#Camber: 0.7% 
#Comparatively high maximum lift coefficient. 
#Can be used at Reynoldsnumbers of 150'000 and above. 
#
1.000000	0.000000
0.996640	-0.000350
0.986520	-0.001220
0.969690	-0.002190
0.946380	-0.002940
0.916870	-0.003220
0.881520	-0.002730
0.840760	-0.001080
0.795410	0.002300
0.746780	0.007580
0.696050	0.014490
0.644250	0.022630
0.592430	0.031510
0.541620	0.040220
0.492050	0.047490
0.443250	0.052850
0.395160	0.056540
0.348130	0.058730
0.302520	0.059540
0.258770	0.059090
0.217310	0.057460
0.178560	0.054730
0.142880	0.050970
0.110650	0.046270
0.082140	0.040720
0.057600	0.034420
0.037220	0.027530
0.021160	0.020240
0.009500	0.012770
0.002310	0.005520
0.000000	-0.000640
0.003580	-0.006350
0.012870	-0.012610
0.026910	-0.018980
0.045490	-0.025060
0.068460	-0.030600
0.095670	-0.035380
0.126960	-0.039270
0.162170	-0.042190
0.201050	-0.044170
0.243260	-0.045230
0.288420	-0.045470
0.336070	-0.044960
0.385720	-0.043770
0.436860	-0.042000
0.488920	-0.039760
0.541320	-0.037150
0.593430	-0.034270
0.644640	-0.031200
0.694340	-0.028000
0.741950	-0.024730
0.786920	-0.021440
0.828740	-0.018190
0.866930	-0.015060
0.900970	-0.012130
0.930440	-0.009400
0.954970	-0.006900
0.974250	-0.004610
0.988170	-0.002440
0.996890	-0.000680
1.000000	0.000000
